Project Code,Invoice Number,Invoice Date,QTY,UNIT PRICE,TOTAL,"Invoiced?
[Y / N]","Invoice 
Remarks","Reason for 
not Invoicing",Entity,Actual Entity,Consultant Name,SCHOOL,Zone,"Programme 
Name",UOM,"Projected 
Amount",January,February,March,March Hols,April,May,June Hols,July,August,September,Sep Hols,October,November,December,"Payment 
Reference",Payment Date,Paid Amount,"Outstanding
Amount","Service 
Consultant"
VARI17001,INVVARI1702001,16-Feb-17,4.5,$150.00,675,,4.5X$150=$675,,ARTELIER (INSTRUCTOR) PTE LTD,,LINDEN LOKE,JUNYUAN PRI,EAST,Art Club CCA,PER HR,$675.00,$675.00,,,,,,,,,,,,,,5003179999,07.03.17,$675.00,$0.00,
VARI17001,INVVARI1703001,6-Mar-17,18,$150.00,2700,,18 x $150=$2700,,ARTELIER (INSTRUCTOR) PTE LTD,,LINDEN LOKE,JUNYUAN PRI,,Art Club CCA,,"$2,700.00",,"$2,700.00",,,,,,,,,,,,,5003191063,23.03.17,"$2,700.00",$0.00,
VARI17001,INVVARI1705001,8-May-17,17.5,$150.00,2625,,17.5 x 150=2625,,ARTELIER (INSTRUCTOR) PTE LTD,,LINDEN LOKE,JUNYUAN PRI,,Art Club CCA,,"$2,625.00",,,,,,"$2,625.00",,,,,,,,,5003220326,29.05.17,"$2,625.00",$0.00,
VARI17001,INVVARI1706001,14-Jun-17,4.5,$150.00,675,,,,ARTELIER (INSTRUCTOR) PTE LTD,,LINDEN LOKE,JUNYUAN PRI,,Art Club CCA,,$675.00,,,,,,$675.00,,,,,,,,,5003240231,10.07.17,$675.00,$0.00,
VARI17002,BILLED UNDER PASSIONISTA,,48,$85.00,0,,,,ARTELIER (INSTRUCTOR) PTE LTD,,MARTIN LOCK,SEMBAWANG PR,NORTH,Ceramics,PER PAX,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17003,,,,$161.00,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17004,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17005,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17006,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17007,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17008,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17009,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17010,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17011,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17012,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17013,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17014,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17015,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17016,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17017,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17018,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17019,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17020,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17021,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17022,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17023,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17024,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17025,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17026,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17027,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17028,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17029,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17030,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17031,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17032,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17033,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17034,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17035,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17036,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17037,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17038,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17039,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17040,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17041,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17042,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17043,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17044,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17045,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17046,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17047,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17048,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17049,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17050,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17051,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17052,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17053,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17054,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17055,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17056,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17057,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17058,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17059,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17060,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17061,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17062,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17063,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17064,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17065,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17066,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17067,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17068,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17069,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17070,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17071,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17072,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17073,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17074,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17075,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17076,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17077,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17078,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17079,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17080,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17081,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17082,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17083,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17084,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17085,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17086,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17087,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17088,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17089,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17090,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17091,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17092,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17093,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17094,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17095,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17096,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17097,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17098,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17099,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VARI17100,,,,,$0.00,,,,ARTELIER (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711003(2),20-Nov,2,$150.00,,Y,Mar,,ARTELIER (INSTRUCTOR) PTE LTD,EPITOMEDIA PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711004(2),20-Nov,3,$150.00,,Y,Apr,,ARTELIER (INSTRUCTOR) PTE LTD,EPITOMEDIA PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711005(2),20-Nov,1,$150.00,,Y,May,,ARTELIER (INSTRUCTOR) PTE LTD,EPITOMEDIA PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711006(2),20-Nov,1,$150.00,,Y,Jun,,ARTELIER (INSTRUCTOR) PTE LTD,EPITOMEDIA PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711007(2),20-Nov,3,$150.00,,Y,Jul,,ARTELIER (INSTRUCTOR) PTE LTD,EPITOMEDIA PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VART17001,"INNVART1705001,INNVART1706003, INNVART1707003, INVART170801, INNVART1709002, INNVART1709003a, INNVART1711010, INVVART1711011",29-Sep-17,-,$108.00,24848.2,y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,FAIZAL,RED SWASTIKA,EAST,ART CLUB,PER HR,"$22,212.00","$3,411.00","$4,725.00","$3,240.00",,"$1,512.00","$2,106.00",$108.00,"$2,574.00",$864.00,"$1,296.00",,$864.00,$216.00,"$3,932.20","5003177865
5003197404
5003210532
5003223979
5003240187
5003522339
5003268394
5003290199
5003296958
5003314554
5003314554
5003296958","02.03.17=3411
06.04.17=4725
08.05.17=3240
05.06.17=1512
10.07.17=2106
11.08.17=108
07.09.17=2574
23.10.17=864
06.11.17=1296
11.12.17=216
11.12.17=864
06.11.17=1296","$22,212.00",$0.00,
VART17002,INNVART1707001,,42,$115.00,"$4,830.00",,,ongoing,ARTELIER PTE LTD,ARTELIER PTE LTD,NORAIN,DAZHONG PRIMARY SCHOOL,WEST,P2 AEP JUMPING CLAY (AMIS),PER HR,"$4,830.00","$2,415.00","$2,415.00",,,,,,,,,,,,,5003248082,27.07.17,"$4,830.00",$0.00,
VART17003,INVVART1710006A,22-Oct-17,160,$48.80,7808,y,INVVDAN1705003 this invoice no. could not be found so i rebill,,ARTELIER PTE LTD,ARTELIER PTE LTD,FAIZAL,CHANGKAT PRIMARY SCHOOL,EAST,P5 POTTERY,PER PAX,"$7,808.00","$2,602.00","$2,602.00","$2,604.00",,,,,,,,,,,,5003302147,16.11.17,"$7,808.00",$0.00,
VART17004,INVVART1706002 INVVART1711002,"9-Jun-2017 
8 Nov 2017",201,$130.00,"$26,130.00",y,both semester billed $65 x 201 Sem 1 and $65 X201 Sem 2,,ARTELIER PTE LTD,ARTELIER PTE LTD,LINDEN LOKE,JUNYUAN PRI,EAST,P6 METAL TOOLING & WIRE ART,PER PAX,"$26,130.00","$2,613.00","$2,613.00","$2,613.00",,"$2,613.00","$2,613.00",,"$2,613.00","$2,613.00","$2,613.00",,"$2,613.00","$2,613.00",,"5003237387
5003312324","03.07.17
05.12.17","$26,130.00",$0.00,
VART17005,INNVART1710001,10TH OCT,96,$100.00,"$9,600.00",Y,,ongoing,ARTELIER PTE LTD,ARTELIER PTE LTD,NORAIN,TECK WHYE PRIMARY,WEST,P1 AND P2 DRAWING & PAINTING,PER HR,"$9,600.00","$3,200.00","$3,200.00","$3,200.00",,,,,,,,,,,,5003297963,07.11.17,"$9,600.00",$0.00,
VART17006,INNVART1710003 / INNVART1711001/INNVART1711020,10TH OCT /16TH NOV,37,$161.00,"$5,957.00",N,,Ongoing,ARTELIER PTE LTD,ARTELIER PTE LTD,KRISTEN,ZHENGHUA SECONDARY SCHOOL,WEST,POTTERY WITH MATHS SEC 2,PER PAX,"$5,957.00","$1,408.00","$1,408.00","$1,408.00",,"$1,411.00",$321.00,,,,,,,,,5003317103,14.12.17,"$5,957.00",$0.00,
VART17007,INVART1705002,cant recall,1,"$1,890.00",1890,y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,FAIZAL,FARRER PARK PRI,EAST,Materials,PACKAGE - PAX,"$1,890.00","$1,890.00",,,,,,,,,,,,,,5003233864,27.06.17,"$1,890.00",$0.00,
VART17008,INVVART0709007,29-Sep-17,1,"$4,183.00",4183,Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,FAIZAL,ST ANTHONY'S CANOSSIAN PRI,EAST,ART MODULAR PROGRAMME,PACKAGE - HR,"$4,183.00","$1,394.00","$1,394.00","$1,395.00",,,,,,,,,,,,5003290199,23.10.17,"$4,183.00",$0.00,
VART17009,INVVART1704003,7th April 2017,42,$185.00,"$7,770.00",Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,RAMESH,WOODGROVE PRI,NORTH, Primary 4 SAIL Art Programme,PER HR,"$7,770.00",,,,,"$7,770.00",,,,,,,,,,5003209192,05.05.17,"$7,770.00",$0.00,
VART17010,INNVART1710002,10-Oct-17,48,$110.00,"$5,280.00",,,ongoing,ARTELIER PTE LTD,ARTELIER PTE LTD,NORAIN,TECK WHYE PRIMARY,WEST,ABORIGINAL ART FOR P3,PER HR,"$5,280.00",,,,,,,,"$2,000.00","$3,280.00",,,,,,5003295596,02.11.17,"$5,280.00",$0.00,
VART17011,INNVART1712015,22-Dec-17,79,$58.00,"$4,582.00",Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,CHRISTINE,CORAL PRIMARY,EAST,Ceramics arts for P5,PER PAX,"$4,582.00","$1,527.00","$1,527.00","$1,528.00",,,,,,,,,,,,5003323945,26.12.17,"$4,582.00",$0.00,
VART17012,,,112.5,$100.00,"$11,250.00",N,,Ongoing ,ARTELIER PTE LTD,ARTELIER PTE LTD,KRISTEN,METHODIST GIRL'S SCHOOL (PRIMARY),WEST,"ART CLUB P1, P2 AND P3 & P4",PER HR,"$9,050.00",$900.00,$900.00,$900.00,,$900.00,$900.00,,$900.00,$950.00,$900.00,,$900.00,,,"5003185663
5003204431
5003204431
5003203323
5003213265
5003213265
5003230353
5003230353
5003245038
5003249584
5003263120
5003274977
5003274977","16.03.17=1500
25.04.17=1400
25.04.17=2400
25.04.17=450
15.05.17=600
15.05.17=300
19.06.17=600
19.06.17=150
20.07.17=150
31.07.17=150
28.08.17=600
21.09.17=300
21.09.17=450","$9,050.00",$0.00,
VART17013,,,37.5,$100.00,"$3,750.00",N,,Ongoing ,ARTELIER PTE LTD,ARTELIER PTE LTD,KRISTEN,METHODIST GIRL'S SCHOOL (PRIMARY),WEST,ART CLUB P5 & P6,PER HR,"$3,000.00",$300.00,$300.00,$300.00,,$300.00,$300.00,,$300.00,$300.00,$300.00,,$300.00,,,"5003185663
5003204431
5003213265
5003230353
5003226287
5003225251
5003227161","16.03.17=600
25.04.17=750
15.05.17=450
19.06.17=300
08.06.17=300
06.06.17=300
12.06.17=300","$3,000.00",$0.00,
VART17014,,,20,$180.00,"$3,600.00",N,,Ongoing ,ARTELIER PTE LTD,ARTELIER PTE LTD,KRISTEN,METHODIST GIRL'S SCHOOL (PRIMARY),WEST,ART CLUB SYF,PER HR,"$4,500.00",,"$1,080.00","$1,080.00",,"$1,080.00",$510.00,,,,,,,,,"5003268394
5003284806
5003297963
5003297963
5003317103
5003309472
5003305397
5003308523
5003297963
5003297963","07.09.17=900
10.10.17=450
07.11.17=450
07.11.17=300
14.12.17=150
30.11.17=150
23.11.17=300
28.11.17=1050
07.11.17=450
07.11.17=300","$4,500.00",$0.00,
VART17015,INVVART1710004// INNVART1711013,10TH OCT,51,$100.00,"$5,100.00",N,,Ongoing ,ARTELIER PTE LTD,ARTELIER PTE LTD,NORAIN,JUYING SECONDARY SCHOOL,WEST,ART CLUB ,PER HR,"$5,100.00",,"$1,400.00","$1,400.00",,"$1,400.00","$1,400.00",,"$1,400.00","$1,400.00","$1,400.00",,,,,5003319786,18.12.17=5100,"$5,100.00",$0.00,
VART17016,"INVVART1710005/ 	INVVART1711021",,111,$118.00,"$13,098.00",N,,Ongoing ,ARTELIER PTE LTD,ARTELIER PTE LTD,NORAIN,PRINCESS ELIZABETH PRIMARY SCHOOL,WEST,SAIL CERAMICS PROGRAMME P1&P2,PER HR,"$13,098.00",,,"$1,327.50",,"$1,327.50","$1,327.50",,1327.5,1327.5,1327.5,,"$1,327.50","$1,327.50",,5003317103,14.12.17,"$13,098.00",$0.00,
VART17017,INNVART1712001a,14-Dec-17,1,"$4,550.00","$4,550.00",Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,CHRISTINE,CHONGZHENG PRIMARY,EAST,Art Club SYF,PER HR,"$4,550.00",$418.00,$418.00,$418.00,,$418.00,,,$418.00,$418.00,$418.00,,$418.00,"$1,000.00",,5003321733,20.12.17,"$4,550.00",$0.00,
VART17018,INVVART1710007,31-Oct,48,$90.00,"$4,320.00",,,,ARTELIER PTE LTD,ARTELIER PTE LTD,MARTIN LOCK,SEMBAWANG PR,NORTH,Ceramics arts for P4,PER HR,"$4,320.00",,,,,,,,"$2,160.00","$2,160.00",,,,,,5003305397,23.11.17,"$4,320.00",$0.00,
VART17019,,,,,$0.00,,,,ARTELIER PTE LTD,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,
VART17020,,,,,$0.00,,Project is under Vivarch under VIVE17054,,ARTELIER PTE LTD,ARTELIER PTE LTD,HARJINDER SINGH,FIRST TOA PAYOH PRI,SOUTH,SYF training ,PER HR,$0.00,,$0.00,$0.00,,,,,,,,,,,,,,,$0.00,
VART17021,INVVART1709002,15-Sep,49,$120.00,"$5,880.00",Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,HARJINDER SINGH,GAN ENG SENG PRI,SOUTH,P4 Metal Tooling,PER HR,"$5,880.00",,"$1,000.00","$1,000.00",,"$1,000.00","$1,000.00",,$750.00,,"$1,130.00",,,,,5003284806,10.10.17,"$5,880.00",$0.00,RAMESH
VART17022,INVVART1704001,4th April 2017,1,"$1,500.00","$1,500.00",Y,,,ARTELIER PTE LTD,ARTELIER PTE LTD,POOJA,NGEE ANN SECONDARY SCHOOL,EAST,Sec 2NT Wire Scultping,PACKAGE - PAX,"$1,500.00",,$500.00,"$1,000.00",,,,,,,,,,,,5003206648,02.05.17,"$1,500.00",$0.00,
VART17023,NO PROGRAMME AT ALL,,,,,,,,ARTELIER PTE LTD,ARTELIER PTE LTD,FAZMI,YANG ZHENG PRIMARY SCHOOL,NORTH,Stained Glass installation,PACKAGE - HR,,,,,,,,,,,,,,,,,,,$0.00,
