Project Code,Invoice Number,Invoice Date,QTY,UNIT PRICE,TOTAL,"Invoiced?
[Y / N]","Invoice 
Remarks","Reason for 
not Invoicing",Entity,Actual Entity,Consultant Name,SCHOOL,Zone,"Programme 
Name",UOM,"Projected 
Amount",January,February,March,March Hols,April,May,June Hols,July,August,September,Sep Hols,October,November,December,"Payment 
Reference",Payment Date,Paid Amount,"Outstanding
Amount","Service 
Consultant"
VEMI18067,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18068,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18069,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18070,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18071,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18072,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18073,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18074,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18075,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18076,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18077,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18078,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18079,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18080,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18081,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18082,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18083,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18084,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18085,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18086,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18087,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18088,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18089,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18090,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18091,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18092,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18093,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18094,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18095,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18096,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18097,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18098,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18099,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI18100,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18002,INVVEP1807001,5th July 2018,1,"$14,976.00","$14,976.00",,,AM only returning from her break on 11 June. Only then we can confirm total number of pax and to bill,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,HARJINDER SINGH,East Coast Primary School,EAST,P4-P6,PER PAX,"$14,976.00",,"$4,500.00","$4,000.00",,"$4,000.00","$2,476.00",,,,,,,,,5003415910,31.07.18,"$14,976.00",$0.00,ISMAN
VEPI18003,INVVEPI1803002A,1-Dec,211,$140.00,"$29,540.00",,School did a Manual Billing and not reflected in AGD because merging sch closed account early,cancelled can only bill end of yr,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,LINDEN LOKE,Junyuan Primary,EAST,Sandmation,PER PAX,"$29,540.00","$2,954.00","$2,954.00","$2,954.00",,"$2,954.00","$2,954.00",,"$2,954.00","$2,954.00","$2,954.00",,"$2,954.00","$2,954.00",,"9119181033 / 
5003490912 ",24.12.18,"$29,540.00",$0.00,
VEPI18004,INVVEPI18110004,4TH NOV 2018,1,"$6,000.00","$6,000.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,RAMESH,Geylang Methodist Pri,EAST,Photography + Game Design,PACKAGE - PAX,"$6,000.00",$750.00,$750.00,$750.00,,$750.00,$750.00,,$750.00,$750.00,$750.00,,,,,5003475775,29.11.18,"$6,000.00",$0.00,
VEPI18005,INVVEPI1811014,24TH MAY REBILLED 15TH NOV,30,$150.00,"$4,500.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Hua yi sec,WEST,events and basic photography,PER HR,"$4,500.00",,"$4,500.00",,,,,,,,,,,,,5003481085,10.12.18,"$4,500.00",$0.00,
VEPI18006,INVVEP1808002,5th July 2018,1,"$4,272.00","$4,272.00",,,AM will be back on 11th June. Only then can bill after confirming number of pax,EPITOMEDIA PTE LTD,,HARJINDER SINGH,East Coast Primary School,EAST,P3 Claymation,PER PAX,"$4,272.00",,"$1,068.00","$1,068.00",,"$1,068.00","$1,068.00",,,,,,,,,5003415910,31.07.18,"$4,272.00",$0.00,ISMAN
VEPI18007,INVVEPI1811010,15TH NOV,252,$110.00,"$27,720.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Anderson Primary School,NORTH,ICT baseline P3 to P6,PER HR,"$27,720.00","$2,400.00","$2,400.00","$2,400.00",,"$2,400.00","$2,400.00",,"$2,400.00","$2,400.00","$2,400.00",,"$2,400.00","$6,120.00",,5003478795,05.12.18,"$27,720.00",$0.00,
VEPI18008,INVVEPI1811012,15TH NOV,38,$140.00,"$5,320.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Anderson Primary School,NORTH,Photography and Photojournalism,PER HR,"$5,320.00",,"$1,000.00",$500.00,,$500.00,$500.00,,$500.00,$500.00,$500.00,,$500.00,$820.00,,5003478795,05.12.18,"$5,320.00",$0.00,
VEPI18009,INVVEPI1804001c,23th Apr,162,$73.00,"$11,826.00",Y,Reinvoice on 2nd July,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Canberra Secondary School,NORTH,ALP,PER PAX,"$11,826.00",,"$3,942.00","$3,942.00",,"$3,942.00",,,,,,,,,,,,"$11,826.00",$0.00,
VEPI18010,"INVVEPI180301, 
INVVEPI180302, 
INVVEPI1803004, 
INVVEPI180501, 
INVVEPI 1806002 
INVVEPI1807002, 
INVVEPI1809001
INVVEPI1809002
INVVEPI1811006","20 Mar, 
20 Mar, 1
5 April, 
11 May, 
04 June, 
11 July
9 Nov",85.5,$100.00,"$8,550.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,SHAWN,Victoria Sch,EAST,Photography Club,PER HR,"$8,550.00","$1,100.00",$800.00,"$1,100.00",,$400.00,$400.00,$900.00,"$2,550.00",$550.00,,,$750.00,,,"5003362285
5003377574
5003390453
5003402671
5003419362
5003445953
5003452977
5003477913","28.03.18
10.05.18
05.06.18
02.07.17
07.08.18
01.10.18
15.10.18
04.12.18","$8,550.00",$0.00,
VEPI18001,INVVEPI180503,24TH MAY,35,$130.00,"$4,550.00",,BILLED UNDER PASSIONISTA WITH REQUEST FROM TEACHER,BANKED IN TO PASSIONISTA,PASSIONISTA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,JURONG SECONDARY SCHOOL,WEST,SMARTPHONE PHOTOGRAPHY,PACKAGE - HR,"$4,550.00","$2,000.00","$2,550.00",,,,,,,,,,,,,5003396634,20.06.18,"$4,550.00",$0.00,
VEPI18011,INVVEPI1805002,18th May,1,"$1,500.00","$1,500.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Hougang Secondary School,SOUTH,Photography for 3NT,PACKAGE - HR,"$1,500.00",,,,,,"$1,500.00",,,,,,,,,5003393796,12.06.18,"$1,500.00",$0.00,
VEPI18012,INVVEP1806001,1st June 2018,19,$250.00,"$4,750.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,HARJINDER SINGH,Queenstown Secondary School,SOUTH,Game Design EM 2018,PACKAGE - PAX,"$4,750.00",,,,,,"$4,750.00",,,,,,,,,5003399669,26.06.18,"$4,750.00",$0.00,ISMAN
VEPI18013,INVVEPI1811003,2nd Nov 2018,1,"$5,760.00","$5,760.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORISMAN,Damai Primary,EAST,Digital Manga,PACKAGE - PAX,"$5,760.00",,,,,,,,"$1,250.00","$1,300.00","$1,250.00",,"$1,200.00",$760.00,,5003475775,29.11.18,"$5,760.00",$0.00,
VEPI18014,"INVVEPI1811008
",15th Nov 2018,1,"$5,500.00","$5,500.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,IZWAN,Lakeside Primary,WEST,Basic Photography,PACKAGE - HR,"$5,500.00",,,,,,,,$916.67,$916.67,$916.67,$916.67,$916.67,$916.67,,5003481085,10.12.18,"$5,500.00",$0.00,
VEPI18015,"INVVEPI1811009
",15th Nov 2018,36,$110.00,"$3,960.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,IAN CHIA,New Town Primary,WEST,Photoshop,PER HR,"$3,960.00",,,,,,,,$990.00,$990.00,$990.00,,$990.00,,,5003481085,10.12.18,"$3,960.00",$0.00,
VEPI18016,INVVEPI1811013,15TH NOV 2018,1,"$5,040.00","$5,040.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Anderson Primary School,NORTH,Microbits,PACKAGE - PAX,"$5,040.00",,,,,,,,,,,,"$5,040.00",,,5003481085,10.12.18,"$5,040.00",$0.00,
VEPI18017,INVVEPI1811001,2nd Nov,25,$220.00,"$5,500.00",Y,,,EPITOMEDIA PTE LTD,PASSIONISTA PTE LTD,MARTIN LOCK,Marsliing Secondary School,NORTH,DRONES,PER PAX,"$5,500.00",,,,,,,,,,,,"$5,500.00",,,5003473639,27.11.18,"$5,500.00",$0.00,
VEPI18018,"
INVVEPI1811007
",15th Nov 2018,1,"$3,200.00","$3,200.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,IZWAN,Lakeside Primary,WEST,B&W Photography,PACKAGE - HR,"$3,200.00",,,,,,,,,,,,"$1,600.00","$1,600.00",,5003481085,10.12.18,"$3,200.00",$0.00,
VEPI18019,INVVEPI1811002,2nd Nov,16,$220.00,"$3,520.00",Y,,,EPITOMEDIA PTE LTD,PASSIONISTA PTE LTD,HARJINDER SINGH,Woodlands Ring Sec,NORTH,Videography,PER PAX,"$3,520.00",,,,,,,,,,,,"$3,520.00",,,5003473639,27.11.18,"$3,520.00",$0.00,
VEPI18020,INVVEPI1811013,20-Nov,30,$166.00,"$4,980.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,SHAWN,Yishun Primary School,NORTH,Digital Manga,PER HR,"$4,980.00",,,,,,,,,,"$1,660.00",,"$1,660.00","$1,660.00",,5003482130,11.12.18,"$4,980.00",$0.00,
VEPI18021,INVVEPI18110003,2-Nov,20,$235.00,"$4,700.00",Y,,,EPITOMEDIA PTE LTD,PASSIONISTA PTE LTD,RAMESH,Fuchun Secondary School,NORTH,Molecular Gastronomy,PER PAX,"$4,700.00",,,,,,,,,,,,"$4,700.00",,,5003473639,27.11.18,"$4,700.00",$0.00,
VEPI18022,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18023,INVVEPI181118,28-Nov,226,$75.00,"$16,950.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,LINDEN LOKE,innova Primary School,NORTH,Claymation Post Exam,PER PAX,"$16,950.00",,,,,,,,,,,,"$12,000.00","$4,950.00",,5003489240,20.12.18,"$16,950.00",$0.00,
VEPI18024,INVVEPI1811005,7th Nov,22,$230.00,"$5,060.00",Y,,,EPITOMEDIA PTE LTD,PASSIONISTA PTE LTD,MARTIN LOCK,Serangoon Garden Secondary Schoool,NORTH,Videography,PER PAX,"$5,060.00",,,,,,,,,,,,"$5,060.00",,,5003477913,04.12.18,"$5,060.00",$0.00,
VEPI18025,INVVEPI1811006,15th Nov 2018,174,$54.00,"$9,396.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,DYLAN HUANG,Whitesands Primary,EAST,Photography,PER PAX,"$9,396.00",,,,,,,,,,,,,"$9,396.00",,5003481085,10.12.18,"$9,396.00",$0.00,
VEPI18026,,,,,$0.00,Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18027,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18028,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18029,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18030,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18031,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18032,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18033,VEPI18032,8th Nv,1,"$5,880.00","$5,880.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,JOHNNY,nanhua high,WEST,"Stopmotion,flip book,paper animation, board caricature",PACKAGE - PAX,"$5,880.00",,,,,,,,,,,,"$5,880.00",,,5003477913,04.12.18,"$5,880.00",$0.00,
VEPI18034,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18035,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18036,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18037,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18038,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18039,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18040,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18041,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18042,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18043,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18044,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18045,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18046,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18047,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18048,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18049,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18050,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18051,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18052,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18053,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18054,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18055,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18056,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18057,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18058,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18059,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18060,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18061,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18062,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18063,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18064,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18065,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18066,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18067,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18068,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18069,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18070,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18071,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18072,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18073,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18074,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18075,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18076,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18077,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18078,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18079,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18080,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18081,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18082,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18083,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18084,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18085,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18086,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18087,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18088,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18089,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18090,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18091,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18092,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18093,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18094,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18095,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18096,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18097,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18098,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18099,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI18100,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
ETEE18001,INVETEE1811001,28th Nov,2,"$1,500.00","$3,000.00",,,,ETERNATIONAL EVENTS,VIVARCH ENRICHMENT PTE LTD,SHAWN,Anderson Sec,NORTH,Science Fiesta Workshops,PACKAGE - HR,"$3,000.00",,,,,,,,"$3,000.00",,,,,,,5003485254,13.12.18,"$3,000.00",$0.00,
ETEE18002,INVETEE18002,28th Nov,15,$250.00,"$3,750.00",,,,ETERNATIONAL EVENTS,PASSIONISTA PTE LTD,MARTIN LOCK,Woodlands Ring Sec,NORTH,Hospitality Program,PER PAX,"$3,750.00",,,,,,,,,,,,"$3,750.00",,,5003485254,13.12.18,"$3,750.00",$0.00,
ETEE18003,INVETEE18003,28th Nov,13,$280.00,"$3,640.00",,,,ETERNATIONAL EVENTS,PASSIONISTA PTE LTD,MARTIN LOCK,Marsliing Secondary School,NORTH,Customer Service Program,PER PAX,"$3,640.00",,,,,,,,,,,,"$3,640.00",,,5003486733,14.12.18,"$3,640.00",$0.00,
ETEE18004,INVETEE180024,28th Nov,25,$230.00,"$5,750.00",,,,ETERNATIONAL EVENTS,PASSIONISTA PTE LTD,MARTIN LOCK,Serangoon Garden Sec,NORTH,Hospitailty Program,PER PAX,"$5,750.00",,,,,,,,,,,,"$5,750.00",,,5003485254,13.12.18,"$5,750.00",$0.00,
ETEE18005,,,,,$0.00,,,,ETERNATIONAL EVENTS,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,
ETEE18006,,,,,$0.00,,,,ETERNATIONAL EVENTS,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
