Project Code,Invoice Number,Invoice Date,QTY,UNIT PRICE,TOTAL,"Invoiced?
[Y / N]","Invoice 
Remarks","Reason for 
not Invoicing",Entity,Actual Entity,Consultant Name,SCHOOL,Zone,"Programme 
Name",UOM,"Projected 
Amount",January,February,March,March Hols,April,May,June Hols,July,August,September,Sep Hols,October,November,December,"Payment 
Reference",Payment Date,Paid Amount,"Outstanding
Amount","Service 
Consultant"
VSTUI18071,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18072,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18073,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18074,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18075,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18076,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18077,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18078,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18079,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18080,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18081,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18082,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18083,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18084,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18085,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18086,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18087,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18088,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18089,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18090,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18091,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18092,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18093,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18094,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18095,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18096,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18097,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18098,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18099,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTUI18100,,,,,$0.00,,,,STUDIO WU (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18001,VSWI18001,5th March 2018,1,"$19,750.00","$19,750.00",Y,Banked in to Centre account,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,RAMESH,PAYM,SOUTH,CHINGAY CHOREOGRAPHY,PACKAGE - PAX,"$19,750.00","$9,875.00","$9,875.00",,,,,,,,,,,,,Transfer,21.03.18,"$19,750.00",$0.00,
VSWI18002,INVVSWI1807002,26-Jul,1,"$2,200.00","$2,200.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,LOUIS,St Margaret Sec,SOUTH,Little Prince Assembly Show,PACKAGE - HR,"$2,200.00",,,,,,,,"$2,200.00",,,,,,,5003429061,28.08.18,"$2,200.00",$0.00,
VSWI18003,INVVSWI180303,27th Mar 2018,1,"$2,200.00","$2,200.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,MARTIN LOCK,Serangoon Garden Sec,NORTH,Hallyu Wave!,PACKAGE - HR,"$2,200.00",,,"$2,200.00",,,,,,,,,,,,5003392814,11.06.18,"$2,200.00",$0.00,
VSWI18004,INVVSWI180304,4th Apr 2018,1,"$2,200.00","$2,200.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,MARTIN LOCK,Serangoon Garden Sec,NORTH,Little Prince Assembly Show,PACKAGE - HR,"$2,200.00",,,,,"$2,200.00",,,,,,,,,,5003392814,11.06.18,"$2,200.00",$0.00,
VSWI18005,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NICHOLAS,Boon lay Sec,WEST,Little Prince Assembly Show,PACKAGE - HR,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18007,INVVSWI180302,20TH March 2018,1,"$1,300.00","$1,300.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORISMAN,Gan Eng Seng School,SOUTH,Cross Country Prep,PACKAGE - HR,"$1,300.00",,,"$1,300.00",,,,,,,,,,,,5003359306,23.03.18,"$1,300.00",$0.00,
VSWI18006,INVVSWI180501,18th May 2018,90,$30.00,"$2,700.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,RAMESH,YISHUN TOWN SEC,NORTH,K-POP DANCE,PER PAX,"$2,700.00",,,,,,"$2,700.00",,,,,,,,,5003393780,12.06.18,"$2,700.00",$0.00,
VSWI18008,INVVSWI1806001,1st June 2018,1,"$1,200.00","$1,200.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORISMAN,CHIJ Secondary,SOUTH,Zumba Mass Dance - Sec 1,PACKAGE - PAX,"$1,200.00",,,,,,"$1,200.00",,,,,,,,,5003399655,26.06.18,"$1,200.00",$0.00,
VSWI18009,INVVSWI180505,30th May 2018,1,$450.00,$450.00,,banked in to Vivarch,18th May 2018,VIVARCH ENRICHMENT PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,IZWAN,Henry Park Pri Sch,WEST,KPOP Dance Programme for GB CCA,PACKAGE - HR,$450.00,,,,,,$450.00,,,,,,,,,5003399666,26.06.18,$450.00,$0.00,
VSWI18010,INVVSWI180701,7-Jul-18,1,$100.00,$100.00,,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,LINDEN LOKE,Singapore Civil Defense Force,NON MOE,Zumba and Kpop,PER HR,$100.00,,,,,,,,$100.00,,,,,,,5003418501,06.08.18,$100.00,$0.00,
VSWI18011,INVVSWI18011002,1st Nov,27,$160.00,"$4,320.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,MARTIN LOCK,Serangoon Garden Sec,SOUTH,Kpop Groove,PER HR,"$4,320.00",,,,,,,,,,,,"$4,320.00",,,5003473617,27.11.18,"$4,320.00",$0.00,
VSWI18012,INVVSWI18011001,1st Nov,28,$150.00,"$4,200.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,MARTIN LOCK,Woodlands Sec,NORTH,Kpop Groove,PER HR,"$4,200.00",,,,,,,,,,,,"$4,200.00",,,5003473617,27.11.18,"$4,200.00",$0.00,
VSWI18013,INVVSWI1911006A,18-Nov-19,1,"$1,000.00","$1,000.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORAIN,Jurong Secondary School,WEST,Dance Expression,PACKAGE - HR,"$1,000.00",,,,,,,,,,"$1,000.00",,,,,5003645488,10.12.19,"$1,000.00",$0.00,
VSWI18014,INVVSWI18011006,7th Nov 2018,1,"$3,000.00","$3,000.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,SHAWN,Yishun Sec,NORTH,Hip Hop Dance,PACKAGE - HR,"$3,000.00",,,,,,,,,,"$1,500.00",,"$1,500.00",,,5003477893,04.12.18,"$3,000.00",$0.00,
VSWI18015,INVVSWI18011008,15th Nov 2018,1,"$2,200.00","$2,200.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,DYLAN HUANG,Park View Primary School,NORTH,SEA GAMES DANCE,PACKAGE - HR,"$2,200.00",,,,,,,,,,"$2,200.00",,,,,5003481068,10.12.18,"$2,200.00",$0.00,
VSWI18016,INVVSWI18011010,20-Nov,1,$850.00,$850.00,,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORAIN,Zhenghua Primary School,,Cluster Dance-syposium,,$850.00,,,,,,,,,,,,$850.00,,,5003482108,11.12.18,$850.00,$0.00,
VSWI18017,INVVSWI18011010        ,20-Nov,1,"$1,150.00","$1,150.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORAIN,Zhenghua Primary School,,Deepavali Dance,,"$1,150.00",,,,,,,,,,,,,"$1,150.00",,5003482108,11.12.18,"$1,150.00",$0.00,
VSWI18018,INVVSWI18011009,20-Nov,1,$720.00,$720.00,,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,NORAIN,fuhua Primary,WEST,Deepavali Dance,,$720.00,,,,,,,,,,,,$720.00,,,5003482108,11.12.18,$720.00,$0.00,
VSWI18019,INVVSWI18011003,2nd Nov,19,$220.00,"$4,180.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,PASSIONISTA PTE LTD,MARTIN LOCK,Woodlands Ring Sec,NORTH,Dance Choreography,PER PAX,"$4,180.00",,,,,,,,,,,,"$4,180.00",,,5003473617,27.11.18,"$4,180.00",$0.00,
VSWI18020,INVVSWI18011007,7th Nov 2018,47,$35.00,"$1,645.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,SHAWN,Broadrick Sec,EAST,KPOP DANCE Programme ,,"$1,645.00",,,,,,,,,,,,"$1,645.00",,,5003477893,04.12.18,"$1,645.00",$0.00,
VSWI18021,INVVSWI18010001,6th October 2018,1,"$1,020.00","$1,020.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,DYLAN HUANG,Ahmad Ibrahim Primary,NORTH,Mass Workout,PACKAGE - HR,"$1,020.00",,,,,,,,,,,,"$1,020.00",,,5003462515,01.11.18,"$1,020.00",$0.00,
VSWI18022,INVVSWI180110004,2-Nov,19,$240.00,"$4,560.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,RAMESH,Fuchun Sec,NORTH,Airline Services Elective Module,PACKAGE - PAX,"$4,560.00",,,,,,,,,,,,"$4,560.00",,,5003473617,27.11.18,"$4,560.00",$0.00,
VSWI18023,INVVSWI180110005,4th Nov 2018,41,$30.00,"$1,230.00",Y,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU PTE LTD,RAMESH,YISHUN TOWN SEC,NORTH,STREET JAZZ,PER PAX,"$1,230.00",,,,,,,,,,,,"$1,230.00",,,5003475762,29.11.18,"$1,230.00",$0.00,
VSWI18024,INVSWI1811008,12-Nov-18,1,"$2,200.00","$2,200.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,TERENCE,tampines north primary,,Dance Camp,,"$2,200.00",,,,,,,,,,,,,"$2,200.00",,5003483355,12.12.18,"$2,200.00",$0.00,
VSWI18025,INVSWI1811001,2-Nov-18,1,"$3,000.00","$3,000.00",,,,STUDIO WU INTERNATIONAL PTE LTD,STUDIO WU INTERNATIONAL PTE LTD,HARJINDER SINGH,Tampines Sec,,Percussive Movement/KPOP,,"$3,000.00",,,,,,,,,,,,,"$3,000.00",,5003473617,27.11.18,"$3,000.00",$0.00,
VSWI18026,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18027,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18028,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18029,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18030,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18031,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18032,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18033,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18034,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18035,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18036,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18037,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18038,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18039,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18040,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18041,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18042,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18043,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18044,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18045,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18046,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18047,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18048,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18049,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18050,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18051,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18052,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18053,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18054,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18055,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18056,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18057,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18058,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18059,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18060,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18061,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18062,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18063,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18064,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18065,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18066,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18067,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18068,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18069,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18070,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18071,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18072,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18073,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18074,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18075,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18076,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18077,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18078,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18079,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18080,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18081,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18082,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18083,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18084,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18085,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18086,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18087,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18088,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18089,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18090,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18091,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18092,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18093,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18094,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18095,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18096,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18097,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18098,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18099,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSWI18100,,,,,$0.00,,,,STUDIO WU INTERNATIONAL PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18001,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18002,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18003,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18004,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18005,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18006,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18007,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18008,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18009,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18010,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18011,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18012,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18013,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18014,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18015,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18016,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VSTW18017,,,,,$0.00,,,,STUDIO WU PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
